id,random1, random2, random3
544,2197877808713566949,2579800002182050515,8939449134951172275
545,8949697137249718898,7987151062042465404,3403003520883222994
546,7961242503035830279,1043866027669682859,6443347664283140675
547,659223361263827078,4028177744128938890,5688741080912088653
548,7267374476048373140,6135847562520135953,6046427837550416031
549,4979808934488172829,6723342690167288243,8147736966201433035
550,943565612844617728,2154469188861917171,8078402391028475372
551,7900333197346299181,8314052247739285620,2600478387379292180
552,1432028763771730158,3065608731601077228,6264357867997347939
553,6428831939106953892,1978276874871662664,8972207530554148653
554,4971981502928584642,8244994780698929787,4236151526226539477
555,6300021266318833867,4606453984797591082,3898498952965024308
556,1158982839243196931,3245163572173817147,3319521085357226180
557,5627045031404736968,5320518408260724631,2122781830894655927
558,7946857543873294997,8464504957062636499,6338553585434668334
559,5326272622777790028,6632329604004712976,1243302337764918901
560,2207527993638886093,1432584024088188539,8058897931824605209
561,816126697408878545,7264658197061124044,1102736814630283936
562,8208881533609840784,6475788170629154400,1542488056909826317
563,2304161039050136,6179739649512626288,220117148951918669
564,6078017973813146847,3012602887202563174,5494290370789161455
565,10425637061644715,1422541244770208964,6867705870314286038
566,3181732123398784036,6891372378454359310,5124619706985670677
567,3802204349133310356,8861302221753432513,4392942132392521820
568,4246847349853999999,3742426835399794533,5869862315429609816
569,2276630087340780287,5815970842862148435,535697852470653983
570,9146347082811682677,7106293480175133595,2835192345162614725
571,6966183686779348704,3482820892386446989,1713886511076277739
572,3081641630003929512,8387234814115038373,6293069025520783462
573,6603233772370503769,7922718972053509967,3818082828256962790
574,7664817309360506801,6498724725319814354,2269348658643071120
575,5452933881153674912,89742483615985365,3892476343700880572
576,9170075867010783850,9060682441026669336,5622146302456687528
577,8067985500550426790,4071118300203299408,2239467070808140027
578,4246306822297605544,6895704503295743837,86956475376891370
579,585867193287983447,2569519524986191238,3148978197182853754
580,8651151336624196773,3921362625982332586,4449544241646658147
581,6581916057365657791,3351802098492113161,4309706035965468049
582,1643140540150262220,4430260822039386845,3847864235781678015
583,8341426125862036919,3099399112133412050,6783699048997407207
584,1442581478750701893,2686808568710073012,4157242157773589583
585,9171531221203500863,2129664495481862878,4421074338198556676
586,585097127814824886,2647692866485437435,2621676862435446384
587,1521763802233309097,4942881022471568606,6961107612580263773
588,4809395701365745018,7390037434012268173,1534395876033137165
589,1953612577851824320,1197926010837108723,6444728695062589486
590,141101833660032489,2922384287219624129,1875515607141420611
591,6462849710676420148,3535929848973295130,312820319099207452
592,6587123728193247928,8031952617084436685,4761118355761793667
593,6592251917936598039,8324215363876717287,5578177305465721352
594,7148294868829523152,6667980745086158348,111985775654857468
595,1121167012660585887,1663432875646887545,7957709025638118976
596,8426527282942886342,2570533245444072950,7923038432962293039
597,8793191430505210206,5025991796894105166,661280471514088039
598,2250544444175648323,2564426562906053593,5533899767374298514
599,5721795520225862418,1494171164576706921,1834144254936715259
600,5766689829983657919,3897552210282416831,5128279934698848284
601,3433459950347717139,5410882224211490799,5327944294836706073
602,8925170244985555183,3202917294474463067,8246945459613388025
603,2695358681266148074,8878076263629589429,8612989010765024570
604,8322463838674335655,1679804105453291937,4127218557184243236
605,6612319678065766043,6753079199629572310,4758634846580344640
606,1499936888980509837,3838354252582074413,4996649995501900902
607,810482237320099454,2536305912469914741,6643125152915897459
608,2635751844192000440,5450365353972543533,8032579278327161401
609,6693131452048355779,69891746073902165,8486643768673582908
610,3783008979232248098,639022783521498954,7929468074195410658
611,1710674829077233777,7419049726329567358,1187989295367567606
612,7642258823578058032,3103885098214317589,2174514229607319913
613,8969473278405079038,7601392422879900481,6381961238386013076
614,6509407809365051148,3994185334356729653,307766210428193502
615,4312376844692018484,4956629468050173569,5216678332733431106
616,5970749676841834826,1729688181518844159,3857859129483322321
617,1288542487386903832,6873458679392434593,6473877708661417685
618,4966587487747976962,5347745081847379069,7001553046342341829
619,1038133726280042516,8344585862502772709,2747655508601598708
620,4006459829215746935,2039114126292937700,3405895165083805700
621,7721268960251019099,337206968998301471,527253681699385001
622,656367202455682959,4149701115572260117,481985809660468140
623,2760236122474241254,3288252650678271805,6799839351823732061
624,751244905871810801,157995439162467297,2783548823900371077
625,8268611857899482042,4681377706219568211,722366459799329378
626,1840041424963840266,8639321350998028957,335246077687455363
627,7464973289161884365,902031564387639014,3339302239725635604
628,705490116670956299,2118907825456386029,3289043017494814995
629,6089086106787668313,7547101487457970320,6592067826988999615
630,3214498747802689871,6272044795072984011,3456421519523792239
631,3497696911759112774,8350676263267423543,5395959220592139521
632,4697131582741565816,616693155825634827,8921735456987809233
633,3568523016598897068,5237391552392276588,4864127211492692142
634,8457442432622508476,2767184546798575170,905204444333287155
635,3658017057766316821,7335175320655618832,3925223494588608353
636,2378613102033896822,563683221391148832,3930235388736816181
637,7240088424859467110,4259457035349324184,2342484334745059354
638,7960774119691904602,3435382629595957490,3763026950595807110
639,6854105100098959477,3445380822068210556,6423537824645562260
640,7986987917997979572,2633266199311574822,7252855099220165356
641,1220048561057534692,2466604980524499485,668309443196056957
642,2079140478308082114,7140070390062269778,8540928055681444872
643,6659680967108181737,6662017647945881259,1653388873770587348
644,2859970708614721257,1515906543794096379,3816070829526485499
645,318427132881729146,260542592887697374,9089097464622307648
646,627415086585697782,8857210226244031502,3884528457383688901
647,3916042610028245089,4191760445099012512,8833314684632085437
648,1418138649130040664,7573046078831237263,5367086134798446391
649,3478120289410057428,723023032384006481,5451169618866304833
650,5431729560156413273,4237963766983981360,3432747920119583082
651,1350909902412546156,8910715562688472378,3375483191666463699
652,3297482872433467159,4276448667224746858,4213950541464695077
653,8745280590985503897,2562032963749327308,8007014397545106059
654,1183466626850748213,5801232315750158736,801889703086199866
655,7621872521692020734,6038942261697703522,2950327686832559628
656,1553159378195314918,4225473752876116170,707782331519877352
657,8485955461295597372,1647806770175010995,6023287577738656215
658,1348557190461559717,5994020314012112863,9067010028554391955
659,3414477504584246222,3416991554669568796,499467816755321437
660,582023143242163198,5067434246090790838,9171729723590970693
661,3838934255979402022,5805330418518255232,8425047434553541068
662,4263651456490014551,5914609624467760076,6153608245781870520
663,13486337444521090,1174032379673493997,7786872735907962
664,3428933712922411612,4359772346637217768,3452953900946616080
665,1895489843184733913,4671216743429280128,941712045220497138
666,330609003248045272,1464556816041144786,1358786833717619518
667,5249347119567463655,1111397461998395439,7933343062729518208
668,7428153043105390291,8313102896857253343,6430153051593507379
669,1714558702476187940,7291913540008812245,6201483145228199500
670,7648744535003586856,3902227851360155000,2903633144732468801
671,4391768741580264035,6086575230429751070,5430137160771494348
672,4523824001160389106,2779826085035153883,2751284600835216286
673,1060439298407066490,3604415054779971467,8319793010031680844
674,1288856805380404942,1335480283675787902,1946016906630660658
675,885472791950496948,5798330016447975615,7409545355422609442
676,5469891608342719419,799641410166375923,1633997152180355171
677,6975787820513761622,7115445397674812399,1281524079444102820
678,6529261318747244518,1177838079137851986,8722469395907467045
679,382937905944353692,5325966943050428708,8531076534166159590
680,9107517540530558599,3966509116035857161,7104975478340705973
681,5090837824615679369,4765217506837222920,9034808549696612433
682,2585066258833948377,2526421723231613724,2570864053908901619
683,8115887247526540824,3719427297984221891,3449610487135110500
684,8318566795360112335,6995021147665854798,1999955827906860014
685,5081161475832868979,4398459979882607687,1552587986489677525
686,1322160046685095604,4190293516546701176,8197038340252672298
687,8579637983125212012,6304829373096232546,3700207300167019286
688,7988868107085235715,1268247043312114645,406803683712792433
689,245837585305820886,6815740809218998597,7360174345033705751
690,391846445067529768,2229637022352834179,3425011290777101399
691,31543843737509029,6514848653885535255,5881275935309145050
692,923737275373531186,8449867857922373683,7742498440985707194
693,9132473323008198748,4440537435921793977,1781319736611783613
694,5979371808560351392,2446467048841892772,5845462928525589219
695,8235669534553406502,3951273306079690501,6409216522476856285
696,8220506315573832244,5115305392801923168,227499704977378821
697,8468643294425388546,6672816710260534039,7250624805608899420
698,9140011109587401593,5953878045160211824,4530564851600286037
699,9086320192452141319,7767524909601983082,530144711923130958
700,4163568133842695617,2177156747625789717,4574791155624357749
701,5694991806782689856,4052551071460179044,7648378007677691734
702,589749094337492476,2225042270708929108,3422566679818925097
703,5200068296567085925,7223441819254996577,1146875143628844581
704,1466007603546274111,3365657555934844788,7259265169830014448
705,1397217719431021455,217899976940930706,1874795163612801600
706,8067214081775763249,2420076598678731907,7384527295505334396
707,1645052156454806563,3294011312266876637,9003631908676036330
708,2156464087294182908,8899021154718495822,8699990342658370439
709,8827297505969482919,4366267664517007796,4349768061005591418
710,8876565041863792377,8585154067833057259,7325474235725094997
711,4910221862978132451,3251036630013171293,6461599097831517986
712,742090244706914395,2100392941291921815,324956956591656436
713,7633798628664215768,5544503137035156314,5710074248263898323
714,1888530059272892018,6061881106932150667,1334928750914094025
715,1231756362629086216,934623319884679433,1643369890495834714
716,4081336176320054948,1890905920521376796,4160633702906933796
717,4918856115623709929,7361420612292005499,6216168407693246986
718,7147184291513116932,8442262326331740725,5656477990154457019
719,533843433018386798,3314743509992941035,1034576025657605099
720,2837667025870797136,1437502595214114556,4894837447363744924
721,6265945798223172485,5900709686493585633,2880377495706190718
722,3180071195945670304,1974703007814767316,2673361490522627075
723,4821358186286703513,8997512397716402149,6644857913677720492
724,307721437006424788,7669084488852562481,3573401537275625836
725,7802305553181992827,2066381629743519194,6381379677636603847
726,2561465305779731409,2627618623439775091,6722600945426430863
727,8734706648294330613,7648880323984910491,889952424444167934
728,6931841486262951654,5762054976559247584,2121452370228111831
729,3606529078713594191,1988897310592557150,3915516131377752413
730,922898071040799785,1958347647240492035,2675624076498569729
731,4329966990421023687,832247036972572085,3990427367611660297
732,1698456847795030652,3565485345085093501,7618826850861923126
733,8003306672146122159,8928023184862916768,7003482672257498365
734,7999533784747038883,2908561656623972132,5732681472367828145
735,6834629174958870045,2179942177765521558,5199311149380896000
736,8640312450457284306,5064886387116423620,3897684034196887801
737,4284236641358712329,3330928312879040332,633700246139902535
738,4702230019989700010,1086188915146987059,2898458457245662045
739,8759039722315209262,4171674682242650746,1173095334254380140
740,5503947803612507961,7244452353058138990,7183739702038028741
741,2127036287959799811,3825524525922459840,6644090263172350073
742,6350245951110799517,342732678638037478,4145698771206649674
743,2082673236222192285,7745085336837485313,3917015936373966891
744,429959363617172034,7912188131486016569,7231446396819551002
745,5643586096242579983,5239748115811011211,8130218882609547345
746,8177470668574474145,7698526972632533534,897376337075373949
747,5275233177742759405,6163560970384579620,6001225849053114041
748,1270394180913917964,809408706107316051,2657432807890038364
749,5550960914437554709,1128588556207905519,635758634195951075
750,7182888951682273601,8242428906348139906,6118853068782981567
751,5603406380996787989,2439313786057628560,7251060103208692937
752,6106246974030581165,6465730539575980211,7585822597014769355
753,2619326323073565369,4887460766367290924,7845439932422068539
754,3147794262849833134,3335766786366548284,3900807678365036181
755,3361778060861704011,369894654705032776,7925349649092104399
756,9063216962791817390,6805881501430968258,2895767599212435604
757,5022226890182419481,8675709316142053228,289758607072610495
758,5626315541388934141,5343826814983481553,8413711495634106011
759,1539389035338314397,7224277655649198742,5876608033196556960
760,2779646741618613460,1741289455068667298,7392779665357400702
761,3442205711150664249,3863456527673364318,5127269798883394747
762,5367834364114399416,787645281394992168,3871049750792475148
763,7885015669759592393,2184471654931472982,3199257836517747851
764,5827158421734001007,8199411791148019717,2687995856774352370
765,5132086561273010576,8359078720642789750,8188257445338600201
766,2194091495430519538,3792250050679241670,8782897190795690657
767,3669044178293041113,7137524501834652872,7517719939974085378
768,434458865386824809,5108787741217491422,4435092017026683317
769,4497605635160433727,5489801071892756438,5781828906593733132
770,6168412573899950477,4130489064500151616,9091705971300691120
771,5964627115780696393,6668184796199476679,5318462486316646409
772,7551963406764806813,7418136396028462523,2334868311394790697
773,4731457458404896740,5867225823865944102,8413372854633422
774,3173234165686680481,8760487266412683227,8922057348516550028
775,1036511458698665387,6818022631435561038,6840352610889574493
776,6466573060295485121,1985530032375011586,6644793464017205875
777,7672468096093149134,3354685843654805694,1017389123560737610
778,5324868122607421262,910801909139661253,5921303131174273247
779,7827829862287042905,7408997605761248992,944806751354180330
780,5100238940497896384,8807268295513465835,8940882361566764499
781,3560028505721930742,426427008386725199,421558085498361228
782,6992230485177428639,6209944275212309436,44794428811384546
783,5725039467703582186,1401901168381036628,6661659722434984438
784,7144612940879983084,3862368827498789642,8863958033476608736
785,2757090028349801100,4652928833358908408,3735395514509310451
786,6106836086260728673,2095465496180612560,5667297651295895829
787,31098909996251850,1298828070809252684,6577239059019288874
788,256474903121322557,4847987994806820500,8669213720926329196
789,8631582002246525173,6354603597254456284,8155838998065289230
790,5639969915983022781,7696399841382656206,2724831739159389726
791,5577746406119043845,1751010163775919306,5924098193843507056
792,5158115168543054832,7718646617734880906,7747581562222639916
793,6845087449794096022,4842400350998343773,3148991031400682828
794,3841254017949400486,8604123691528234118,2513062039582418392
795,147026676299665093,8914567990197772171,3509804718752076899
796,7350877911694058632,392173416335712540,1880168046340089871
797,7811445740859413511,8755191161819051067,5690471935117202325
798,4936171856578107007,6141566678752586743,6060100174139491186
799,1391640659178504508,1014231160883283986,8690605407823349521
800,1448008872646224910,6437626261456933019,8184573222293364274
801,7467954392919182930,3476226322732275682,7554315913018897385
802,3347871349794932604,8319004474429750113,4033046765310476662
803,2230705334960787902,8934162752458642868,6080509942387650790
804,5159213703388090416,3159045331088150626,4811614740436410028
805,9077737845164369322,8069266248225248709,5267181467641192982
806,6816792601528634676,5977843981287108534,7633120879998431459
807,4744682076791791888,5844746381134560162,2828226182365757509
808,5223328949534633827,5831833516981599541,2106817598115148365
809,2707787160934732409,2010725487637383456,2136849234160934233
810,2098690262413973138,8102293348726656634,2001544754482906558
811,6496790294853227920,4257927722656456512,2337601428084247847
812,1919959883858622407,1955356694833162105,7626876653587674729
813,7277731824919871492,6483184233094566120,1613610546102125426
814,8759967363352479570,670228800493719109,7555828408303461914
815,562842637320172853,5481817477388402666,3032774044008195203
816,7130397139285101968,967279858030689628,928378370405506548
817,8756587993866140729,298397568150481780,5057858104421075971
818,4580231147656166838,6632830962947595934,4792380198829973220
819,7510714622598530004,6639555442938169370,548085330264014846
820,4482319245931756957,3126894030352492617,4539661526120398543
821,5723704445467680874,5555587674563179991,1614989206920522526
822,8442834396414056949,5458289979711891514,1782149188466469276
823,4104026867160136141,8069370257420252881,3797879772171532689
824,5345788769230412344,17488334074097514,2629678566313475889
825,1953224058547068018,8073688565308904885,2935119406789611512
826,5231154503064496347,848166806517034819,3176599362831029206
827,6491188653734804117,7786083360214516472,647288211013958593
828,187148250571662560,4372153276295309663,8193413027768837745
829,3353269545724441824,5788237236039376523,3673253656079295724
830,5974628732073039047,2052888119916439791,5588847633055547900
831,7617385708078875447,126146520960460799,7711644220657668960
832,7724820081426414988,488450381694232202,6972847810201324126
833,7318321699426959938,7082495429829870901,4096797878354138413
834,1579771295605972350,4112089964163814120,7517544382713887488
835,1831164090580818634,519374426384275382,46027789194218642
836,3188620782228869529,705500496872173184,9024101618290112961
837,7934644417485604650,8236438215701538773,7258686447439436777
838,7614342941613173960,855204399160676334,4415329659571435458
839,3148638800368588023,5377524926488472421,3076924839813540167
840,7866167437127338457,8681967846154702583,3838334071528105486
841,7255578012731445555,6108581251186592905,5966739292457883867
842,8506256042167263730,8225486622602594418,3612282357294746585
843,4741262462997930227,3305679975213433636,6976779427206290501
844,107240939469303922,6059565827218560776,6130032736302104149
845,2593471465516191515,2639803645032662422,2537359380532514065
846,8714388966652037255,6687972840239977207,2613349670806943994
847,1844306754893257948,5936659510928196500,5578617615441798405
848,8766476125991705417,1272271909648606154,2969744415254514356
849,405826755250947958,8566827268953813926,735830971093332052
850,5483265558680369240,5500605615251674602,7144116543468661525
851,8276915932292011527,8340981701151699091,8627324940986615829
852,3553129676659376880,1891458640257870738,4485306780158823575
853,6445721720168052050,3093608328048027126,2977367102633283476
854,7435158064796558851,8732344160453587037,7109806167533695037
855,2767611531044018342,2338079407869547054,3004955846179976683
856,874946722065405570,106916710053536002,4781845881420108904
857,3849223755577530265,7157148711827745399,2881432619131985002
858,1612059687204503003,200352533718953181,7960560729267343814
859,3460546134036372234,5286136750274243969,1435501797152140923
860,1413890262991580401,4851304327338523155,7252785249176593469
861,4551136559054334359,2680028480414488531,9127679933814143384
862,2608660917470273899,7297559718363474803,1138495713450924701
863,5799779264746776486,4157892878551943237,348823594744456253
864,7288405765333008137,301220767996123090,7490943915921772606
865,2074915175380597551,7700328870417883282,4162253936349555579
866,7592258197351130179,3140726663390746694,5336494631179135474
867,5028057162596003416,6810893451403559239,4326794418376698596
868,7850197940205915915,1293086470340370786,4376090271968819431
869,8672948751080616016,6982613023480642029,4671771024354137249
870,6051570431403578158,7404587372916452144,5044277327230146398
871,3262483803720157056,8544110624050382825,7128972146289973049
872,1598984403884107560,7447230791957380716,5745908993798890435
873,3101452118097215492,5099509101954616616,4929102082298323439
874,1092629482986063548,3129311865868459982,5409946522787074667
875,5399979337429561110,6446280851838786917,4701291849989494574
876,1884848059331552216,4124511846596091468,8131626845437045923
877,7890882634141678149,2434282124982657208,1990664025035121377
878,8184452190938963199,830858330612819589,6419067426963304533
879,2342436563261967575,3047077297414717043,5881571944329524766
880,5454614566748533649,2372231463042988846,1317226717384176956
881,218254759081726179,87278203785319367,1334415434982278933
882,5789858046744078765,135492294575751149,510617016678744311
883,2887117070270616359,222120290612304476,8406812295774986917
884,3208704980550921438,7516844024831433241,8762629915465768337
885,850509853156515808,6025538033321525183,8621489705099928949
886,9086117685808946738,1073820834621179276,4794622530332774608
887,3517951690824178879,4115580178355403701,2124890714179075623
888,686913171291391998,6754680029452372294,446239430018159858
889,3430101473960833888,952655434159312419,6014063357694747439
890,8955625284819858409,7019884315580609637,8971634563564633538
891,7627076868376463201,8203643252791599156,5509805351898696135
892,2346445037583372131,4934202390287646261,4759207859726050572
893,757991430709673432,5015990003666213711,8639275493526453044
894,7926844773178307864,4206728228978750175,3135051840195083956
895,1477602484129321733,8348372914891482496,4203244910240014620
896,9205664633501919188,7749139651104023879,571178830538046861
897,8709108309022285921,6796621144991809994,6605206844451359699
898,6830734202633054037,1496597695840159369,9013129194810618035
899,4377931769515039695,3755828984105868858,5441237519233564323
900,3808007797224276404,2541661760441195946,3480924844165159048
901,7975534420911989512,3804698610424458878,4572954473648583177
902,8289618115690313643,6325451219959416361,412017449345387368
903,3792057443555440393,1289938428240969012,6738286328734145421
904,1623934842265695082,8351637497785976811,6208130463661712540
905,6280955128922468333,4505974412181168014,5934847727104020916
906,4336293758600973724,2497025381783110294,995948946324390458
907,1893399069458598750,7368297364898156940,6280073569538738271
908,1533179531789108409,7733008857229747793,207601185563227234
909,7295051566037650175,1900981830442053910,4309230302440501578
910,1749701032351734277,2814151956777748671,123405753427806870
911,895473503104704079,5994157199154367114,8930451884996489856
912,5213496377812023186,1310923630300037556,94343526971700167
913,4653895108009554923,3204260377244459895,8478545455679203766
914,1321715803352758794,3992985250481533154,4260033667455758309
915,8323947361302836593,8537830528254006122,3147852910358619044
916,5870959838103699647,7034421680971823043,428654797639819421
917,6320092809619522149,123299330007603913,1282703352214299073
918,3917622101518421729,3770582616565406570,3030752050401911695
919,81461906701628673,8079479052663503995,701131944142003327
920,6327850696566207050,9202412922712944270,1839754141138788629
921,5525101121825645960,7470304585888257520,3352294314605574527
922,9090969498292849765,4250148055666986692,431302816029493395
923,4904249042580534083,5622006408780154316,3708749100794579502
924,6550659211866777625,943737073758810439,8790634733385640237
925,3945229645194837295,619877638068530565,1990835684128522348
926,1929302927147181388,4149297866088104585,3183305540423185268
927,4569818323159723275,3216997412085384193,2519648367009334958
928,4102742475832665452,7922812572127220050,8940624443925176949
929,2858075478444550498,7063888000382839794,5460723933936228940
930,6237998711108641918,5373365785065305044,1280615806709034860
931,5148230948157954276,8553431379858077743,4388346068559583121
932,8180134668325536854,389989182396913496,4503440706429714863
933,7075565001236695806,6789112912853955625,1273118199415759248
934,5443799384795162517,2633331761255350166,6704174806109325347
935,8201345868732777985,8557066355232209723,5588067432402730937
936,3005864936011459245,3198729645168932669,4316008643509016
937,8235325329097705874,3476327995816983312,3471224175823859163
938,8900656530885377549,2655440111178384835,3072188026528466366
939,3438266203470079420,3835409462466151158,3036339157665223374
940,3668916460025322420,8081073559779680970,3246488149561976360
941,5899087605586159190,1610574009536670254,7656633845714105022
942,4253571053245627810,1609799853998254532,1855868899932109213
943,3560696210404694057,3941296068008293002,4604071461436919348
944,1616550526389626275,4004012722391518362,9060202515903051472
945,7670483137499300553,6123391819209487264,8354584074524873520
946,7802278024002651600,6926103759933099068,3151180094619768220
947,8901349775865867879,851992518116622162,3894615267455466555
948,7284892009344160337,7907211672985909886,8952220213614688907
949,5681762128588236392,2496881027245510605,3767650579930685437
950,6742578970629082994,3938949401457006602,6847967236185839859
951,6499153988556312699,7447638223621291850,4359145739787194497
952,3987358546873740011,1153839145356983100,8509258262075631996
953,2986062778353049406,2494062520214965239,7493661649849426959
954,8157223736359591821,2603508350629613568,6457430723125664409
955,6424313225293884518,8516552727039729834,2933391159607669511
956,1375401279444091837,4715047914765271447,5123566984531090263
957,549494352664330350,5143411302785665205,6362589416391914897
958,7331473051534129064,354153660880292194,233413247454283918
959,9020005821261092445,2554079582822428335,4241749518949145245
960,7621618713065377855,5365328888076278681,850591187697484309
961,5916506666840083367,8376143858864125932,8848455634008246036
962,8270879853235652824,1119572466618208979,3982813388540329297
963,3719353020749293558,8077275887642528571,5517412985593453040
964,3508787166590982392,6293340194637802325,2720765384941952572
965,1863873312818129558,8245211069602010612,8505282093242775004
966,7302695588243808413,1220992650759757535,1658597284657558719
967,1550281082605215864,3129218960847229693,4717737983844991607
968,1051674582197424447,6337839568315852047,6762292530724873043
969,1471551016489115736,5299400935792986667,205777385377925824
970,3144890616413674644,8534888302925678704,6016734183925892157
971,1092772259680589494,1231895478996394233,9065437614662335581
972,5162660775270610223,2058441370126758724,8183842026202500319
973,5166743668306239311,8529727107890437854,4313093540343795496
974,2035694366243154593,5853116109830982255,1901308913495562557
975,8012307635830259219,8943359140726510170,4438619219720811964
976,6875293169522768095,7065485009062591575,6311401237029094610
977,8797997937892406087,1751595973868929954,4429790052262540134
978,3372622031012274423,3080970810361102840,3106142617213577848
979,1970467713802488892,9066913618077361145,7833801960226026981
980,5655380421572781280,3765594172870742264,3457243767669478382
981,823699556287584967,2736932495758739227,2110913755195864227
982,476069810596986305,5202071759229741448,7900170150404374158
983,5336306357389110467,3683334707516580312,345527488908247591
984,1500582194165951006,5348003447344322402,257962404765783324
985,5993410897458277011,188901403910377910,2813350129533895800
986,1625698674567644490,7648386366009464970,8880515360587234676
987,6362237663506240952,3240478937412181852,8332569821402996523
988,5089969534999293640,7938106302229342353,1444164871889087852
989,3057126456559251764,5083753211374191253,1348649478572058576
990,6049933680954968178,5006622664079244257,1095657685798901009
991,3043803535561334848,164569193122745308,386920555115069501
992,7694616660784788012,3427119802523698129,1242528412470804421
993,2184198161313983486,6718383115620496036,2758148670479637243
994,7015051492822266045,880715847434014796,4344140855617096838
995,9124466376526395519,1756232435798756481,8729060782454238482
996,3921861650504503486,45094957216930083,6247945752515664554
997,85294543382723023,3848907199815023522,689550068735061744
998,2229209956149399946,4432503771397025892,871358186992765640
999,1288084165495034056,5780841793526209774,3860272463893582580
1000,4831212595305173551,4939237546490305046,6025180592089559163
1001,7828859584048415080,8123139913663148904,7724813178941810656
1002,7578427629552504609,2544359500633375663,7803141621507046217
1003,437253922018788945,2263261429884826957,2805581652062168379
1004,3032851564468240354,7814946922260846761,3406774700803944546
1005,4242811655100299889,5301439644872139454,8157129809722985124
1006,3858954179028272224,6944185768733293396,1487846705589900180
1007,3098014399992984705,6981853946821844535,3740155087254917562
1008,8929144439438282986,1221474967840205552,2176689414017050684
1009,1207743833862202436,4945867147750967617,7366361397614580123
1010,8249252824215028612,1592543520542961892,7972987421548989969
1011,2425099485639955402,6942693641863006925,1292089867617859757
1012,8873699160978758714,3954534346784202872,3840723937250170010
1013,8514989192285996974,1512738499546977049,4767248097004769857
1014,4800364889199861093,2207021314784472832,7122795297380374725
1015,6529565860055817972,1390619538032277211,6238820325042548474
1016,4751387427758913554,7814292009974156077,3991642102503973361
1017,1034176767652536088,6332940576114809231,8553333398571503433
1018,6694135459039240908,7992948410251836303,8666949326160780447
1019,6654255398241914451,276491340081055542,3049607044992181052
1020,6626029172015195014,6304234182691535978,2681435027314230648
1021,7073467000720308999,3155529833262447496,4264396266845058487
1022,3098514922726684739,8119205556914057485,794689565421266679
1023,4589944540048063953,4358084266124469519,2205552459017085654
1024,6995245374569570145,4669406475248224438,4524391625132004245
1025,7153034773320888649,2838841185455091767,8913673061529302541
1026,4391299144773819203,6471414995886245219,154017570796103570
1027,173637764053119185,2454084876516867814,9171465121455335339
1028,3275384241226001037,1596126385236878256,1339966539913834661
1029,1502025454328670922,1008655866976846289,5585223560129191542
1030,1267904804630373475,5220886543825319753,8630746472655484322
1031,6150502854943163276,1636706923297319825,9104779070772201809
1032,3018690845787325821,4565663457778715845,4084167974163347377
1033,7067635277554725450,1380766632548618301,6292969150860017437
1034,2407315223921069048,7291151866683823254,1561712062136640927
1035,248957406541257741,4570896205469662675,6559580392523398786
1036,6837196144990255044,7455958670719221472,152193994220508818
1037,1476835286263137621,6836766730429768859,2421004782984029967
1038,7333255079065179900,6797929713400331798,1337133615282725463
1039,5100685785514971436,8223674924843584276,6693938800239670463
1040,8615226387302455860,9188782218144834209,8694650537905623080
1041,8300130354729982151,4566801053792418369,2229469495150529648
1042,3625725273913133584,2105762205745335740,8127667108495789003
1043,2340477066617770351,2341495349747583323,5974382357569910848
1044,3006584721002722949,8377238484747047401,6112825344721608827
1045,5444108169029080535,5144513746969508978,7630358783588442852
1046,8376157808475314074,4621080546410153767,3340088984671768627
1047,4572923150688916698,7324307410887520680,5098699346706037095
1048,4336426611051904029,7898939209394810026,5240469916576349991
1049,6105508795950697053,9216645536619235708,1670777148448809261
1050,4821685160897195135,3545134217346383750,5269118964255699327
1051,6483288532255269630,8874594998330911340,4196499810478047556
1052,3711557426224344499,2951946088780940879,4732384253475862272
1053,5304419316185674056,2648988284318938696,1532505911161685510
1054,3631912005339136547,5582034686577447982,5799835407201739291
1055,2111309688513356004,6498566964550647339,7797603991570170830
1056,4065816395818830513,8358997098227528008,850686557264207265
1057,3461580365480753105,34354254171876395,7643115278447171216
1058,2671842821668210665,7759057389271370742,5036720915120573285
1059,304491894504524991,4131908933835366859,8964441166280553495
1060,2546709593850835519,1198819527127142508,4491595220976535059
1061,6175974207400627157,6978642549955290881,2073979334380521841
1062,4239680904569829374,5524687065797115238,5057608953618035794
1063,7213886033019064128,7084976935319619657,7261665489059167673
1064,4356568755445436318,8366854133260247445,7158331246034603558
1065,2289803383722854703,535790211725040124,5246381799997746902
1066,6964828094861089771,6944417975816561538,1695175968193418849
1067,1697137391764018451,2177647538994066208,1616969321459620175
1068,6334625108951290643,5256213111095168353,3328507759932353024
1069,8195467064356136425,9161372307375093338,4849132546973971099
1070,2077028730240313510,4632353419238410697,877168960027436182
1071,1368508796578677,4218280794922473080,7605672398534156613
1072,1685478713777934587,9011708526690137106,6563616674111754732
1073,623980099130416251,5321988078638932834,4727805717222396680
1074,6212201504646870758,7073772280423523070,1226543995967858768
1075,2571774866608085627,5586962890015311984,6264696811549865801
1076,7497153264098007435,3966726205533547063,8537905263926377291
1077,8340047406271970059,6719669322462618398,7973546432308926267
1078,7983981579960615521,3550826927584517277,2475388686277152297
1079,8664485377404194552,87072167045764348,3507430636169772253
1080,127047654295059922,1765945319799506098,1614230523321700674
1081,5334652637462828946,6540437505024654388,8358615415934310629
1082,5537009472820709490,4922612812647437406,4807556393641861685
1083,3744145416915266098,265143983723202913,4402784838347234843
1084,3502616254762472198,5400071443946936447,627317706386490162
